
Source node,  Dest node,   traffic,  Optical Reach,  Modulation Format,  OSNR,  num Hops,    Q_margin
8	, 4	,      370.000	,     1200.000	, 8	,       17.147	, 15	,        0.000	 

21	, 28	,      352.000	,      960.000	, 8	,       18.146	, 12	,        2.000	 

25	, 34	,      898.000	,     3360.000	, 4	,       12.406	, 42	,        0.000	 

3	, 28	,      549.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

16	, 15	,      510.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

3	, 15	,      402.000	,     2800.000	, 4	,       13.268	, 35	,        1.000	 

8	, 6	,      573.000	,     3680.000	, 4	,       11.971	, 46	,        2.000	 

22	, 9	,      841.000	,     1920.000	, 8	,       15.016	, 24	,        2.000	 

27	, 9	,      841.000	,     1040.000	, 8	,       17.789	, 13	,        0.000	 

24	, 6	,      390.000	,     3840.000	, 4	,       11.766	, 48	,        0.000	 

5	, 12	,      266.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

25	, 8	,      755.000	,     2480.000	, 4	,       13.835	, 31	,        1.000	 

26	, 18	,      658.000	,     1280.000	, 8	,       16.857	, 16	,        1.000	 

17	, 18	,      493.000	,     3760.000	, 4	,       11.867	, 47	,        1.000	 

11	, 26	,      602.000	,      720.000	, 8	,       19.426	, 9	,        2.000	 

9	, 22	,       21.000	,     1920.000	, 8	,       15.016	, 24	,        0.000	 

4	, 17	,      396.000	,     4160.000	, 4	,       11.378	, 52	,        2.000	 

25	, 5	,      785.000	,     4080.000	, 4	,       11.472	, 51	,        0.000	 

36	, 1	,      927.000	,     3040.000	, 4	,       12.880	, 38	,        1.000	 

21	, 22	,      384.000	,     1360.000	, 8	,       16.584	, 17	,        2.000	 

23	, 2	,      646.000	,     2480.000	, 4	,       13.835	, 31	,        2.000	 

6	, 7	,      937.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

1	, 28	,      793.000	,     2000.000	, 4	,       14.829	, 25	,        1.000	 

26	, 32	,       99.000	,     1360.000	, 8	,       16.584	, 17	,        2.000	 

6	, 17	,       16.000	,     1680.000	, 8	,       15.626	, 21	,        2.000	 

10	, 0	,      898.000	,     1280.000	, 8	,       16.857	, 16	,        0.000	 

33	, 8	,      964.000	,     1120.000	, 8	,       17.457	, 14	,        1.000	 

28	, 35	,      562.000	,      800.000	, 8	,       18.958	, 10	,        1.000	 

23	, 0	,      270.000	,     1440.000	, 8	,       16.325	, 18	,        0.000	 

29	, 31	,      570.000	,     5840.000	, 4	,        9.695	, 73	,        1.000	 

6	, 27	,      775.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

20	, 23	,      597.000	,     3200.000	, 4	,       12.638	, 40	,        0.000	 

21	, 27	,       68.000	,     2560.000	, 4	,       13.687	, 32	,        0.000	 

12	, 10	,       11.000	,     2240.000	, 4	,       14.307	, 28	,        2.000	 

34	, 6	,      759.000	,     3280.000	, 4	,       12.520	, 41	,        1.000	 

28	, 4	,      382.000	,     2080.000	, 4	,       14.648	, 26	,        0.000	 

2	, 15	,      691.000	,     5200.000	, 4	,       10.279	, 65	,        2.000	 

3	, 35	,      477.000	,      560.000	, 8	,       20.537	, 7	,        1.000	 

30	, 6	,      876.000	,     3680.000	, 4	,       11.971	, 46	,        1.000	 

3	, 8	,      964.000	,      480.000	, 12	,       21.217	, 6	,        1.000	 

14	, 31	,      429.000	,     1760.000	, 8	,       15.414	, 22	,        1.000	 

35	, 4	,      753.000	,     1280.000	, 8	,       16.857	, 16	,        1.000	 

26	, 28	,      536.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

6	, 14	,      201.000	,     2080.000	, 4	,       14.648	, 26	,        1.000	 

29	, 17	,      442.000	,      480.000	, 12	,       21.217	, 6	,        0.000	 

11	, 13	,      409.000	,     1760.000	, 8	,       15.414	, 22	,        0.000	 

21	, 19	,      140.000	,      480.000	, 12	,       21.217	, 6	,        2.000	 

21	, 27	,      318.000	,     2560.000	, 4	,       13.687	, 32	,        2.000	 

18	, 14	,       91.000	,     1120.000	, 8	,       17.457	, 14	,        1.000	 

4	, 3	,      966.000	,     1680.000	, 8	,       15.626	, 21	,        0.000	 

24	, 9	,       32.000	,      800.000	, 8	,       18.958	, 10	,        2.000	 

15	, 34	,      236.000	,     1440.000	, 8	,       16.325	, 18	,        0.000	 

8	, 33	,      497.000	,     1120.000	, 8	,       17.457	, 14	,        0.000	 

13	, 9	,      152.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

17	, 36	,      438.000	,     3200.000	, 4	,       12.638	, 40	,        2.000	 

0	, 22	,      477.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

33	, 17	,      840.000	,     4320.000	, 4	,       11.194	, 54	,        2.000	 

30	, 18	,      255.000	,     3760.000	, 4	,       11.867	, 47	,        0.000	 

28	, 17	,      591.000	,     3120.000	, 4	,       12.758	, 39	,        0.000	 

1	, 28	,      569.000	,     2000.000	, 4	,       14.829	, 25	,        2.000	 

25	, 2	,      840.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

6	, 18	,      916.000	,     2080.000	, 4	,       14.648	, 26	,        1.000	 

11	, 2	,      750.000	,     2400.000	, 4	,       13.987	, 30	,        1.000	 

29	, 13	,      589.000	,     4800.000	, 4	,       10.677	, 60	,        0.000	 

15	, 12	,      224.000	,     3040.000	, 4	,       12.880	, 38	,        1.000	 

19	, 3	,      949.000	,     2800.000	, 4	,       13.268	, 35	,        1.000	 

7	, 20	,      418.000	,     2080.000	, 4	,       14.648	, 26	,        1.000	 

20	, 14	,      338.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

29	, 17	,      730.000	,      480.000	, 12	,       21.217	, 6	,        0.000	 

31	, 21	,      380.000	,     4000.000	, 4	,       11.568	, 50	,        2.000	 

26	, 19	,      971.000	,      640.000	, 8	,       19.947	, 8	,        0.000	 

16	, 28	,      857.000	,     2320.000	, 4	,       14.144	, 29	,        0.000	 

27	, 12	,      782.000	,     1440.000	, 8	,       16.325	, 18	,        0.000	 

34	, 9	,       58.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

27	, 30	,       60.000	,     1760.000	, 8	,       15.414	, 22	,        1.000	 

29	, 26	,      523.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

29	, 24	,      198.000	,     5840.000	, 4	,        9.695	, 73	,        1.000	 

19	, 15	,      215.000	,     4160.000	, 4	,       11.378	, 52	,        1.000	 

2	, 26	,      469.000	,     1680.000	, 8	,       15.626	, 21	,        2.000	 

16	, 22	,      450.000	,     2560.000	, 4	,       13.687	, 32	,        0.000	 

32	, 3	,      602.000	,     2320.000	, 4	,       14.144	, 29	,        1.000	 

28	, 4	,      101.000	,     2080.000	, 4	,       14.648	, 26	,        0.000	 

3	, 28	,      447.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

33	, 2	,       46.000	,     2720.000	, 4	,       13.403	, 34	,        1.000	 

12	, 33	,      971.000	,     1040.000	, 8	,       17.789	, 13	,        1.000	 

35	, 5	,      773.000	,     3120.000	, 4	,       12.758	, 39	,        0.000	 

20	, 2	,      498.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

3	, 7	,      587.000	,     2640.000	, 4	,       13.543	, 33	,        0.000	 

6	, 17	,      495.000	,     1680.000	, 8	,       15.626	, 21	,        0.000	 

32	, 7	,      857.000	,      960.000	, 8	,       18.146	, 12	,        2.000	 

6	, 25	,      865.000	,     2400.000	, 4	,       13.987	, 30	,        1.000	 

4	, 34	,      435.000	,      800.000	, 8	,       18.958	, 10	,        1.000	 

34	, 6	,      606.000	,     3280.000	, 4	,       12.520	, 41	,        1.000	 

20	, 23	,      435.000	,     3200.000	, 4	,       12.638	, 40	,        1.000	 

28	, 35	,      946.000	,      800.000	, 8	,       18.958	, 10	,        2.000	 

27	, 21	,      530.000	,     2560.000	, 4	,       13.687	, 32	,        2.000	 

6	, 13	,      232.000	,     2640.000	, 4	,       13.543	, 33	,        2.000	 

34	, 35	,      227.000	,     1920.000	, 8	,       15.016	, 24	,        0.000	 

27	, 25	,      373.000	,     2240.000	, 4	,       14.307	, 28	,        1.000	 

19	, 21	,      788.000	,      480.000	, 12	,       21.217	, 6	,        1.000	 

9	, 33	,      305.000	,     1440.000	, 8	,       16.325	, 18	,        0.000	 

36	, 5	,      472.000	,     2400.000	, 4	,       13.987	, 30	,        2.000	 

9	, 21	,      170.000	,     3200.000	, 4	,       12.638	, 40	,        0.000	 

23	, 1	,      112.000	,     2480.000	, 4	,       13.835	, 31	,        2.000	 

33	, 21	,      504.000	,     2160.000	, 4	,       14.475	, 27	,        0.000	 

29	, 31	,      845.000	,     5840.000	, 4	,        9.695	, 73	,        2.000	 

24	, 25	,        2.000	,     4080.000	, 4	,       11.472	, 51	,        1.000	 

11	, 18	,      199.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

30	, 9	,      457.000	,     2800.000	, 4	,       13.268	, 35	,        2.000	 

0	, 4	,      198.000	,      960.000	, 8	,       18.146	, 12	,        1.000	 

32	, 18	,      826.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

32	, 3	,      239.000	,     2320.000	, 4	,       14.144	, 29	,        1.000	 

24	, 29	,      582.000	,     5840.000	, 4	,        9.695	, 73	,        0.000	 

12	, 3	,      151.000	,     2000.000	, 4	,       14.829	, 25	,        2.000	 

13	, 28	,      476.000	,     3680.000	, 4	,       11.971	, 46	,        2.000	 

34	, 5	,      584.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

26	, 24	,      357.000	,     3040.000	, 4	,       12.880	, 38	,        0.000	 

13	, 21	,      647.000	,     2960.000	, 4	,       13.006	, 37	,        2.000	 

0	, 36	,      595.000	,     1520.000	, 8	,       16.081	, 19	,        0.000	 

21	, 36	,      869.000	,     1040.000	, 8	,       17.789	, 13	,        0.000	 

32	, 27	,      736.000	,     1760.000	, 8	,       15.414	, 22	,        1.000	 

32	, 2	,      726.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

24	, 4	,      578.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

36	, 35	,       28.000	,     1840.000	, 8	,       15.211	, 23	,        2.000	 

36	, 20	,      494.000	,     2400.000	, 4	,       13.987	, 30	,        2.000	 

19	, 33	,      941.000	,     2000.000	, 4	,       14.829	, 25	,        2.000	 

18	, 1	,      922.000	,     4320.000	, 4	,       11.194	, 54	,        2.000	 

28	, 17	,      329.000	,     3120.000	, 4	,       12.758	, 39	,        1.000	 

19	, 7	,      185.000	,     1040.000	, 8	,       17.789	, 13	,        2.000	 

15	, 0	,      597.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

3	, 24	,      179.000	,     3040.000	, 4	,       12.880	, 38	,        0.000	 

22	, 15	,      299.000	,     3360.000	, 4	,       12.406	, 42	,        2.000	 

9	, 11	,      306.000	,     1920.000	, 8	,       15.016	, 24	,        0.000	 

6	, 35	,      472.000	,     2560.000	, 4	,       13.687	, 32	,        0.000	 

31	, 24	,      430.000	,     1600.000	, 8	,       15.848	, 20	,        0.000	 

22	, 19	,      524.000	,      880.000	, 8	,       18.534	, 11	,        1.000	 

26	, 33	,      162.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

27	, 23	,      677.000	,      960.000	, 8	,       18.146	, 12	,        1.000	 

21	, 35	,      309.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

33	, 8	,      973.000	,     1120.000	, 8	,       17.457	, 14	,        0.000	 

32	, 11	,      864.000	,      640.000	, 8	,       19.947	, 8	,        2.000	 

36	, 13	,      630.000	,     2640.000	, 4	,       13.543	, 33	,        2.000	 

19	, 2	,      555.000	,     1040.000	, 8	,       17.789	, 13	,        2.000	 

36	, 23	,       78.000	,      880.000	, 8	,       18.534	, 11	,        0.000	 

13	, 1	,      657.000	,     4880.000	, 4	,       10.595	, 61	,        0.000	 

28	, 9	,       57.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

26	, 9	,      854.000	,     2240.000	, 4	,       14.307	, 28	,        1.000	 

1	, 4	,      188.000	,     2800.000	, 4	,       13.268	, 35	,        0.000	 

8	, 20	,       88.000	,     4160.000	, 4	,       11.378	, 52	,        1.000	 

1	, 32	,       23.000	,     3280.000	, 4	,       12.520	, 41	,        1.000	 

33	, 12	,      416.000	,     1040.000	, 8	,       17.789	, 13	,        0.000	 

4	, 16	,       31.000	,     1200.000	, 8	,       17.147	, 15	,        2.000	 

13	, 10	,      832.000	,      480.000	, 12	,       21.217	, 6	,        1.000	 

10	, 18	,      533.000	,      720.000	, 8	,       19.426	, 9	,        0.000	 

8	, 17	,      373.000	,     4960.000	, 4	,       10.514	, 62	,        1.000	 

9	, 5	,      854.000	,     2400.000	, 4	,       13.987	, 30	,        0.000	 

22	, 21	,      118.000	,     1360.000	, 8	,       16.584	, 17	,        2.000	 

15	, 34	,      364.000	,     1440.000	, 8	,       16.325	, 18	,        1.000	 

3	, 16	,      591.000	,      960.000	, 8	,       18.146	, 12	,        1.000	 

21	, 34	,      849.000	,     3440.000	, 4	,       12.294	, 43	,        1.000	 

28	, 9	,      259.000	,     2640.000	, 4	,       13.543	, 33	,        2.000	 

36	, 9	,      730.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

23	, 22	,      301.000	,      560.000	, 8	,       20.537	, 7	,        0.000	 

4	, 23	,      852.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

32	, 35	,      350.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

8	, 29	,      848.000	,     4640.000	, 4	,       10.844	, 58	,        0.000	 

33	, 30	,      487.000	,     1520.000	, 8	,       16.081	, 19	,        2.000	 

6	, 19	,       72.000	,     1280.000	, 8	,       16.857	, 16	,        2.000	 

36	, 6	,      685.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

18	, 22	,      939.000	,     2400.000	, 4	,       13.987	, 30	,        0.000	 

9	, 13	,      690.000	,     2640.000	, 4	,       13.543	, 33	,        0.000	 

23	, 1	,      669.000	,     2480.000	, 4	,       13.835	, 31	,        0.000	 

8	, 12	,      394.000	,     2160.000	, 4	,       14.475	, 27	,        2.000	 

21	, 14	,      739.000	,     2240.000	, 4	,       14.307	, 28	,        1.000	 

23	, 32	,      607.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

34	, 17	,      595.000	,     4960.000	, 4	,       10.514	, 62	,        2.000	 

34	, 20	,      997.000	,     4160.000	, 4	,       11.378	, 52	,        2.000	 

6	, 24	,      826.000	,     3840.000	, 4	,       11.766	, 48	,        1.000	 

3	, 13	,      142.000	,     3760.000	, 4	,       11.867	, 47	,        2.000	 

1	, 22	,      228.000	,     2720.000	, 4	,       13.403	, 34	,        1.000	 

24	, 3	,      503.000	,     3040.000	, 4	,       12.880	, 38	,        0.000	 

25	, 36	,      249.000	,     1680.000	, 8	,       15.626	, 21	,        0.000	 

8	, 29	,      201.000	,     4640.000	, 4	,       10.844	, 58	,        2.000	 

28	, 1	,      930.000	,     2000.000	, 4	,       14.829	, 25	,        1.000	 

11	, 2	,      273.000	,     2400.000	, 4	,       13.987	, 30	,        1.000	 

30	, 12	,      319.000	,     2560.000	, 4	,       13.687	, 32	,        1.000	 

12	, 20	,      553.000	,     2720.000	, 4	,       13.403	, 34	,        2.000	 

35	, 12	,      140.000	,     1440.000	, 8	,       16.325	, 18	,        1.000	 

36	, 13	,       45.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

24	, 2	,       16.000	,     4560.000	, 4	,       10.929	, 57	,        2.000	 

1	, 19	,      462.000	,     3440.000	, 4	,       12.294	, 43	,        0.000	 

25	, 22	,      709.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

2	, 5	,       99.000	,     3280.000	, 4	,       12.520	, 41	,        0.000	 

29	, 1	,        2.000	,     4800.000	, 4	,       10.677	, 60	,        0.000	 

21	, 36	,      251.000	,     1040.000	, 8	,       17.789	, 13	,        1.000	 

13	, 25	,       60.000	,     4320.000	, 4	,       11.194	, 54	,        2.000	 

29	, 34	,       51.000	,     5280.000	, 4	,       10.203	, 66	,        0.000	 

29	, 32	,      800.000	,     3120.000	, 4	,       12.758	, 39	,        0.000	 

33	, 4	,      622.000	,      880.000	, 8	,       18.534	, 11	,        2.000	 

28	, 27	,      683.000	,     1600.000	, 8	,       15.848	, 20	,        2.000	 

12	, 23	,       25.000	,      480.000	, 12	,       21.217	, 6	,        1.000	 

32	, 22	,       43.000	,      560.000	, 8	,       20.537	, 7	,        0.000	 

2	, 13	,      835.000	,     3520.000	, 4	,       12.184	, 44	,        0.000	 

0	, 25	,      299.000	,     3200.000	, 4	,       12.638	, 40	,        1.000	 

21	, 8	,      363.000	,     2800.000	, 4	,       13.268	, 35	,        0.000	 

29	, 23	,      947.000	,     3760.000	, 4	,       11.867	, 47	,        2.000	 

5	, 9	,      417.000	,     2400.000	, 4	,       13.987	, 30	,        1.000	 

28	, 7	,      957.000	,     2240.000	, 4	,       14.307	, 28	,        2.000	 

15	, 18	,      875.000	,     3520.000	, 4	,       12.184	, 44	,        2.000	 

6	, 15	,      265.000	,     4480.000	, 4	,       11.016	, 56	,        0.000	 

13	, 33	,      642.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

23	, 15	,       58.000	,     2800.000	, 4	,       13.268	, 35	,        1.000	 

34	, 14	,      787.000	,     1200.000	, 8	,       17.147	, 15	,        2.000	 

34	, 18	,      455.000	,     2320.000	, 4	,       14.144	, 29	,        2.000	 

36	, 19	,      783.000	,      560.000	, 8	,       20.537	, 7	,        1.000	 

9	, 26	,      523.000	,     2240.000	, 4	,       14.307	, 28	,        1.000	 

18	, 12	,      443.000	,     1520.000	, 8	,       16.081	, 19	,        1.000	 

28	, 24	,      310.000	,     3440.000	, 4	,       12.294	, 43	,        1.000	 

19	, 8	,      512.000	,     3120.000	, 4	,       12.758	, 39	,        0.000	 

27	, 25	,      353.000	,     2240.000	, 4	,       14.307	, 28	,        0.000	 

2	, 3	,      332.000	,     2880.000	, 4	,       13.135	, 36	,        1.000	 

14	, 9	,      445.000	,      960.000	, 8	,       18.146	, 12	,        0.000	 

1	, 29	,      695.000	,     4800.000	, 4	,       10.677	, 60	,        2.000	 

30	, 21	,      725.000	,     2880.000	, 4	,       13.135	, 36	,        2.000	 

32	, 10	,       23.000	,     2560.000	, 4	,       13.687	, 32	,        1.000	 

18	, 9	,      472.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

0	, 20	,       21.000	,     2400.000	, 4	,       13.987	, 30	,        2.000	 

15	, 36	,      853.000	,     3600.000	, 4	,       12.076	, 45	,        1.000	 

9	, 36	,      331.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

5	, 23	,      795.000	,     2320.000	, 4	,       14.144	, 29	,        1.000	 

11	, 17	,      649.000	,     3200.000	, 4	,       12.638	, 40	,        2.000	 

32	, 34	,      168.000	,     2160.000	, 4	,       14.475	, 27	,        0.000	 

9	, 15	,      481.000	,     1440.000	, 8	,       16.325	, 18	,        2.000	 

29	, 11	,      823.000	,     3680.000	, 4	,       11.971	, 46	,        1.000	 

4	, 12	,      553.000	,     1040.000	, 8	,       17.789	, 13	,        0.000	 

6	, 16	,      271.000	,     3680.000	, 4	,       11.971	, 46	,        1.000	 

10	, 9	,      137.000	,     2800.000	, 4	,       13.268	, 35	,        0.000	 

20	, 0	,      781.000	,     2400.000	, 4	,       13.987	, 30	,        1.000	 

24	, 29	,      855.000	,     5840.000	, 4	,        9.695	, 73	,        0.000	 

9	, 22	,      629.000	,     1920.000	, 8	,       15.016	, 24	,        0.000	 

31	, 12	,      939.000	,     2400.000	, 4	,       13.987	, 30	,        0.000	 

16	, 14	,      165.000	,     1600.000	, 8	,       15.848	, 20	,        2.000	 

18	, 33	,      532.000	,     2400.000	, 4	,       13.987	, 30	,        0.000	 

24	, 2	,      411.000	,     4560.000	, 4	,       10.929	, 57	,        0.000	 

29	, 27	,      530.000	,     4400.000	, 4	,       11.105	, 55	,        0.000	 

34	, 17	,      922.000	,     4960.000	, 4	,       10.514	, 62	,        2.000	 

22	, 34	,      914.000	,     2160.000	, 4	,       14.475	, 27	,        0.000	 

10	, 33	,      281.000	,     3120.000	, 4	,       12.758	, 39	,        0.000	 

27	, 3	,      949.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

21	, 36	,      379.000	,     1040.000	, 8	,       17.789	, 13	,        1.000	 

15	, 5	,      240.000	,     3840.000	, 4	,       11.766	, 48	,        1.000	 

26	, 14	,      336.000	,     1280.000	, 8	,       16.857	, 16	,        1.000	 

27	, 21	,      430.000	,     2560.000	, 4	,       13.687	, 32	,        2.000	 

3	, 31	,      275.000	,     3040.000	, 4	,       12.880	, 38	,        0.000	 

34	, 11	,       65.000	,     2160.000	, 4	,       14.475	, 27	,        0.000	 

25	, 4	,      362.000	,     2720.000	, 4	,       13.403	, 34	,        1.000	 

35	, 3	,      797.000	,      560.000	, 8	,       20.537	, 7	,        0.000	 

14	, 23	,      850.000	,     1120.000	, 8	,       17.457	, 14	,        1.000	 

17	, 24	,      741.000	,     5520.000	, 4	,        9.980	, 69	,        2.000	 

12	, 19	,        0.000	,     1120.000	, 8	,       17.457	, 14	,        2.000	 

6	, 7	,      260.000	,     1200.000	, 8	,       17.147	, 15	,        0.000	 

11	, 25	,      248.000	,     2560.000	, 4	,       13.687	, 32	,        1.000	 

18	, 13	,      590.000	,      960.000	, 8	,       18.146	, 12	,        0.000	 

20	, 4	,       44.000	,     3360.000	, 4	,       12.406	, 42	,        0.000	 

8	, 26	,      311.000	,     2880.000	, 4	,       13.135	, 36	,        1.000	 

22	, 11	,      763.000	,     1200.000	, 8	,       17.147	, 15	,        2.000	 

12	, 23	,      937.000	,      480.000	, 12	,       21.217	, 6	,        1.000	 

1	, 10	,      181.000	,     5040.000	, 4	,       10.435	, 63	,        0.000	 

34	, 6	,      441.000	,     3280.000	, 4	,       12.520	, 41	,        2.000	 

1	, 11	,      735.000	,     3280.000	, 4	,       12.520	, 41	,        1.000	 

29	, 9	,      678.000	,     5040.000	, 4	,       10.435	, 63	,        1.000	 

3	, 32	,      682.000	,     2320.000	, 4	,       14.144	, 29	,        0.000	 

32	, 28	,      389.000	,     1280.000	, 8	,       16.857	, 16	,        2.000	 

5	, 8	,      538.000	,     3040.000	, 4	,       12.880	, 38	,        0.000	 

30	, 27	,      572.000	,     1760.000	, 8	,       15.414	, 22	,        1.000	 

24	, 32	,      322.000	,     2720.000	, 4	,       13.403	, 34	,        1.000	 

36	, 22	,      733.000	,      320.000	, 12	,       22.998	, 4	,        2.000	 

15	, 32	,      717.000	,     3360.000	, 4	,       12.406	, 42	,        0.000	 

0	, 11	,      510.000	,      640.000	, 8	,       19.947	, 8	,        1.000	 

29	, 26	,       59.000	,     2960.000	, 4	,       13.006	, 37	,        0.000	 

28	, 8	,      802.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

21	, 11	,      448.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

6	, 12	,       81.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

20	, 18	,      430.000	,     2960.000	, 4	,       13.006	, 37	,        0.000	 

15	, 23	,      792.000	,     2800.000	, 4	,       13.268	, 35	,        0.000	 

18	, 11	,      434.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

13	, 17	,      762.000	,     4320.000	, 4	,       11.194	, 54	,        2.000	 

5	, 0	,      416.000	,      880.000	, 8	,       18.534	, 11	,        1.000	 

28	, 27	,      562.000	,     1600.000	, 8	,       15.848	, 20	,        0.000	 

25	, 22	,      231.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

23	, 33	,      186.000	,      560.000	, 8	,       20.537	, 7	,        1.000	 

32	, 19	,      416.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

19	, 28	,       72.000	,     1440.000	, 8	,       16.325	, 18	,        2.000	 

29	, 10	,      708.000	,     4960.000	, 4	,       10.514	, 62	,        2.000	 

25	, 21	,      909.000	,     1600.000	, 8	,       15.848	, 20	,        1.000	 

6	, 29	,      259.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

16	, 23	,      167.000	,     2000.000	, 4	,       14.829	, 25	,        2.000	 

21	, 7	,      735.000	,     1520.000	, 8	,       16.081	, 19	,        2.000	 

24	, 12	,       10.000	,     2400.000	, 4	,       13.987	, 30	,        0.000	 

0	, 15	,      317.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

7	, 17	,      869.000	,     2880.000	, 4	,       13.135	, 36	,        1.000	 

26	, 36	,      821.000	,     1200.000	, 8	,       17.147	, 15	,        2.000	 

12	, 6	,      874.000	,     1840.000	, 8	,       15.211	, 23	,        2.000	 

24	, 29	,      605.000	,     5840.000	, 4	,        9.695	, 73	,        2.000	 

17	, 26	,      929.000	,     2480.000	, 4	,       13.835	, 31	,        1.000	 

7	, 18	,      110.000	,      880.000	, 8	,       18.534	, 11	,        0.000	 

36	, 34	,      566.000	,     2400.000	, 4	,       13.987	, 30	,        2.000	 

12	, 30	,      190.000	,     2560.000	, 4	,       13.687	, 32	,        1.000	 

28	, 9	,      903.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

9	, 4	,      613.000	,      560.000	, 8	,       20.537	, 7	,        1.000	 

2	, 18	,      767.000	,     2960.000	, 4	,       13.006	, 37	,        0.000	 

34	, 25	,      816.000	,     3360.000	, 4	,       12.406	, 42	,        1.000	 

15	, 3	,        5.000	,     2800.000	, 4	,       13.268	, 35	,        0.000	 

10	, 9	,      833.000	,     2800.000	, 4	,       13.268	, 35	,        1.000	 

6	, 35	,      566.000	,     2560.000	, 4	,       13.687	, 32	,        0.000	 

14	, 34	,      236.000	,     1200.000	, 8	,       17.147	, 15	,        2.000	 

28	, 0	,      374.000	,     2560.000	, 4	,       13.687	, 32	,        1.000	 

2	, 20	,      563.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

33	, 1	,      627.000	,     1920.000	, 8	,       15.016	, 24	,        1.000	 

24	, 7	,       76.000	,     2640.000	, 4	,       13.543	, 33	,        0.000	 

3	, 9	,      771.000	,     2240.000	, 4	,       14.307	, 28	,        2.000	 

17	, 13	,      750.000	,     4320.000	, 4	,       11.194	, 54	,        2.000	 

4	, 5	,      681.000	,     1840.000	, 8	,       15.211	, 23	,        2.000	 

24	, 15	,      159.000	,     1200.000	, 8	,       17.147	, 15	,        2.000	 

21	, 27	,       68.000	,     2560.000	, 4	,       13.687	, 32	,        2.000	 

35	, 15	,      121.000	,     3280.000	, 4	,       12.520	, 41	,        2.000	 

34	, 18	,      920.000	,     2320.000	, 4	,       14.144	, 29	,        1.000	 

10	, 30	,      840.000	,     4480.000	, 4	,       11.016	, 56	,        2.000	 

24	, 32	,      723.000	,     2720.000	, 4	,       13.403	, 34	,        0.000	 

33	, 9	,      214.000	,     1440.000	, 8	,       16.325	, 18	,        0.000	 

14	, 25	,      864.000	,     2880.000	, 4	,       13.135	, 36	,        0.000	 

26	, 30	,      631.000	,     3600.000	, 4	,       12.076	, 45	,        0.000	 

1	, 0	,      192.000	,     3760.000	, 4	,       11.867	, 47	,        0.000	 

